,BHK,Rent,Size,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,floor,area
308,1.0,9000,450,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,Salt Lake City Sector 2
309,3.0,13000,950,Carpet Area,Kolkata,Unfurnished,Both,2.0,0,other
310,1.0,7000,350,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Salt Lake City Sector 5
311,1.0,9000,450,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Salt Lake City Sector 5
312,1.0,9000,550,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1.0,0,other
313,2.0,10000,300,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,Keshtopur
314,3.0,15000,1250,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Sakher Bazar
315,2.0,7000,700,Super Area,Kolkata,Unfurnished,Both,1.0,2,Garia
316,3.0,8000,812,Super Area,Kolkata,Unfurnished,Both,2.0,0,other
317,2.0,8000,550,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
318,1.0,5000,500,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,other
319,1.0,14000,320,Carpet Area,Kolkata,Furnished,Bachelors,1.0,1,other
320,2.0,5000,600,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
321,2.0,5000,420,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,Barasat
322,3.0,12000,1100,Super Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
323,1.0,3200,220,Super Area,Kolkata,Unfurnished,Both,1.0,3,Sodepur
324,2.0,8500,700,Carpet Area,Kolkata,Semi-Furnished,Both,2.0,0,other
325,3.0,16000,1200,Carpet Area,Kolkata,Unfurnished,Both,2.0,0,other
326,2.0,14000,800,Carpet Area,Kolkata,Unfurnished,Both,2.0,0,other
327,1.0,8000,300,Carpet Area,Kolkata,Furnished,Bachelors,1.0,0,Bansdroni
328,2.0,7000,650,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Baruipur
329,1.0,8000,600,Super Area,Kolkata,Furnished,Both,1.0,1,Garia
330,1.0,3000,350,Super Area,Kolkata,Unfurnished,Both,1.0,0,Belghoria
331,1.0,3800,500,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,1,other
332,1.0,6500,400,Super Area,Kolkata,Unfurnished,Both,1.0,1,other
333,3.0,20000,1750,Super Area,Kolkata,Semi-Furnished,Both,3.0,0,other
334,3.0,30000,1600,Super Area,Kolkata,Unfurnished,Both,2.0,3,Ballygunge
335,1.0,8000,300,Carpet Area,Kolkata,Semi-Furnished,Both,1.0,0,Salt Lake City Sector 5
336,2.0,14000,1100,Super Area,Kolkata,Semi-Furnished,Both,2.0,1,other
337,2.0,7200,830,Super Area,Kolkata,Unfurnished,Both,1.0,0,Sodepur
338,2.0,7000,600,Carpet Area,Kolkata,Semi-Furnished,Both,2.0,0,other
339,1.0,7000,500,Super Area,Kolkata,Unfurnished,Bachelors,2.0,1,Baranagar
340,2.0,7500,900,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,Dum Dum Cantonment
341,2.0,8500,1250,Carpet Area,Kolkata,Unfurnished,Family,2.0,0,Barasat
342,2.0,12000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,Salt Lake City Sector 2
343,1.0,8500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,other
344,2.0,9500,550,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Garia Station
345,2.0,7500,550,Carpet Area,Kolkata,Furnished,Both,2.0,0,other
346,2.0,12000,1200,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
347,3.0,20000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 2
348,2.0,8500,650,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Howrah
349,3.0,20000,1050,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 2
350,2.0,6000,960,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Dum Dum
351,2.0,5500,650,Carpet Area,Kolkata,Unfurnished,Both,2.0,1,Joka
352,1.0,7000,550,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Kasba
353,2.0,7000,500,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Dum Dum Metro
354,1.0,6500,450,Super Area,Kolkata,Unfurnished,Family,1.0,3,Baishnabghata Patuli Township
355,2.0,10000,850,Super Area,Kolkata,Unfurnished,Bachelors,2.0,1,Agarpara
356,1.0,5200,300,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Dum Dum
357,2.0,13000,1000,Carpet Area,Kolkata,Semi-Furnished,Both,3.0,1,other
358,2.0,7000,500,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,Garia
359,2.0,12000,756,Carpet Area,Kolkata,Semi-Furnished,Both,1.0,0,other
360,1.0,15000,1000,Super Area,Kolkata,Unfurnished,Both,1.0,2,Barrackpore
361,1.0,5000,150,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
362,1.0,8000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
363,2.0,8000,700,Super Area,Kolkata,Unfurnished,Bachelors,2.0,2,Gandhi Colony
364,1.0,5000,420,Super Area,Kolkata,Unfurnished,Bachelors,1.0,3,other
365,2.0,10000,800,Super Area,Kolkata,Unfurnished,Bachelors,1.0,0,Gandhi Colony
366,2.0,12000,288,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,2,Kasba
367,2.0,8000,900,Super Area,Kolkata,Unfurnished,Both,2.0,0,other
368,2.0,21000,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,1,Salt Lake City Sector 2
369,1.0,5000,350,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,1,Thakurpukur
370,2.0,9000,600,Super Area,Kolkata,Unfurnished,Both,1.0,0,Baghajatin
371,2.0,8000,1600,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1.0,0,other
372,2.0,7000,986,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,2,other
373,3.0,35000,1330,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,1,Salt Lake City Sector 2
374,3.0,15000,1300,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Lake Town
375,2.0,6200,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
376,2.0,9900,800,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
377,2.0,7000,850,Super Area,Kolkata,Unfurnished,Bachelors,1.0,0,Baranagar
378,1.0,5000,322,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,Dum Dum Metro
379,2.0,6500,800,Carpet Area,Kolkata,Furnished,Both,1.0,0,Agarpara
380,4.0,40000,1500,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 1
381,3.0,40000,2175,Super Area,Kolkata,Semi-Furnished,Both,2.0,1,Salt Lake City
382,2.0,12000,957,Carpet Area,Kolkata,Furnished,Bachelors,2.0,1,other
383,1.0,6500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,1,other
384,2.0,10000,900,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Birati
385,2.0,15000,600,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Agarpara
386,1.0,5000,350,Carpet Area,Kolkata,Semi-Furnished,Both,1.0,0,Agarpara
387,2.0,7000,800,Super Area,Kolkata,Unfurnished,Both,1.0,0,Thakurpukur
388,2.0,6000,320,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
389,3.0,15000,800,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,other
390,2.0,10000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2.0,1,Baghajatin
391,2.0,22000,1200,Super Area,Kolkata,Semi-Furnished,Both,2.0,1,Salt Lake City Sector 1
392,2.0,8500,750,Carpet Area,Kolkata,Semi-Furnished,Both,1.0,1,other
393,3.0,35000,1200,Super Area,Kolkata,Semi-Furnished,Both,3.0,0,Salt Lake City Sector 1
394,2.0,7000,450,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Gandhi Colony
395,3.0,8500,1430,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Baguihati
396,2.0,6000,450,Super Area,Kolkata,Unfurnished,Both,1.0,1,Dum Dum Metro
397,4.0,35000,800,Super Area,Kolkata,Semi-Furnished,Both,3.0,0,Behala
398,1.0,6000,400,Super Area,Kolkata,Unfurnished,Both,1.0,1,Thakurpukur
399,2.0,8000,650,Super Area,Kolkata,Unfurnished,Both,1.0,1,Garia Station
400,1.0,5000,450,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
401,2.0,6000,600,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
402,3.0,15000,1200,Carpet Area,Kolkata,Unfurnished,Family,2.0,1,Lake Town
403,2.0,9000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,3,Baguiati
404,1.0,5000,300,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,Barrackpore
405,3.0,8000,1200,Super Area,Kolkata,Unfurnished,Both,3.0,1,other
406,3.0,35000,1300,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 2
407,1.0,5500,400,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
408,3.0,35000,1320,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 1
409,2.0,11000,1000,Super Area,Kolkata,Furnished,Both,2.0,0,other
410,2.0,10000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,1,other
411,2.0,6500,800,Carpet Area,Kolkata,Unfurnished,Both,2.0,0,other
412,2.0,6000,900,Super Area,Kolkata,Furnished,Both,1.0,0,Baguiati
413,3.0,36125,1700,Super Area,Kolkata,Unfurnished,Both,2.0,0,Salt Lake City
414,2.0,6800,600,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
415,2.0,8500,850,Carpet Area,Kolkata,Unfurnished,Family,2.0,1,Barasat
416,2.0,5000,550,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,1,Birati
417,1.0,6500,650,Carpet Area,Kolkata,Furnished,Both,1.0,0,Garia Station
418,1.0,6500,800,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,other
419,2.0,4500,475,Super Area,Kolkata,Unfurnished,Both,1.0,0,Birati
420,1.0,6000,200,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Salt Lake City Sector 5
421,1.0,10000,400,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Salt Lake City Sector 5
422,1.0,12000,500,Super Area,Kolkata,Furnished,Both,1.0,0,other
423,2.0,12000,550,Carpet Area,Kolkata,Unfurnished,Both,1.0,2,Salt Lake City Sector 5
424,2.0,12000,800,Super Area,Kolkata,Unfurnished,Both,1.0,1,Dum Dum
425,2.0,9000,1000,Super Area,Kolkata,Furnished,Both,2.0,2,other
426,1.0,5000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1.0,0,Sonarpur
427,1.0,6000,300,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
428,2.0,5500,450,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
429,2.0,5500,450,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
430,2.0,8500,1100,Carpet Area,Kolkata,Unfurnished,Both,2.0,0,other
431,1.0,5000,450,Super Area,Kolkata,Unfurnished,Both,1.0,2,other
432,2.0,23000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 2
433,2.0,5500,650,Carpet Area,Kolkata,Unfurnished,Both,1.0,2,Behala
434,2.0,8500,780,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
435,3.0,22000,1100,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Salt Lake City Sector 2
436,1.0,5500,800,Super Area,Kolkata,Unfurnished,Both,1.0,2,Barrackpore
437,1.0,7000,500,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,other
438,1.0,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,3,Hooghly-Chinsurah
439,1.0,5000,450,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
440,2.0,6500,550,Super Area,Kolkata,Unfurnished,Both,1.0,0,Kaikhali
441,2.0,8000,600,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,other
442,1.0,5500,200,Super Area,Kolkata,Unfurnished,Both,1.0,1,other
443,2.0,6000,500,Carpet Area,Kolkata,Semi-Furnished,Both,1.0,1,other
444,1.0,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
445,2.0,10000,1050,Super Area,Kolkata,Unfurnished,Both,2.0,0,other
446,3.0,10000,1000,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,2,Bansdroni
447,2.0,10000,1200,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Sodepur
448,3.0,12000,1100,Super Area,Kolkata,Semi-Furnished,Family,2.0,1,other
449,1.0,5200,220,Super Area,Kolkata,Unfurnished,Both,1.0,0,New Town
450,1.0,4000,350,Super Area,Kolkata,Unfurnished,Both,1.0,1,Behala
451,3.0,30000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
452,2.0,5146,800,Super Area,Kolkata,Unfurnished,Both,1.0,0,Sodepur
453,2.0,12000,950,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
454,3.0,7000,1200,Super Area,Kolkata,Unfurnished,Both,1.0,0,Hooghly-Chinsurah
455,2.0,8500,700,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Behala
456,1.0,7000,500,Super Area,Kolkata,Unfurnished,Both,1.0,1,other
457,2.0,9500,570,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
458,2.0,8000,650,Super Area,Kolkata,Unfurnished,Both,1.0,2,Baghajatin
459,3.0,15000,1200,Super Area,Kolkata,Unfurnished,Both,3.0,1,Tollygunge
460,4.5,22500,960,Super Area,Kolkata,Unfurnished,Both,2.0,0,Kasba
461,2.0,12500,1250,Super Area,Kolkata,Semi-Furnished,Both,2.0,1,other
462,3.0,34000,120,Super Area,Kolkata,Furnished,Both,2.0,2,other
463,3.0,14000,950,Carpet Area,Kolkata,Semi-Furnished,Both,2.0,1,Kaikhali
464,1.0,9500,600,Carpet Area,Kolkata,Unfurnished,Both,1.0,1,Salt Lake City Sector 5
465,2.0,7000,750,Super Area,Kolkata,Unfurnished,Both,1.0,2,other
466,3.0,20000,1200,Super Area,Kolkata,Unfurnished,Both,2.0,3,Bansdroni
467,1.0,6500,400,Carpet Area,Kolkata,Semi-Furnished,Both,1.0,0,Salt Lake City Sector 5
468,1.0,7500,600,Carpet Area,Kolkata,Furnished,Both,1.0,0,other
469,2.0,6500,700,Super Area,Kolkata,Unfurnished,Both,1.0,0,Dum Dum
470,2.0,9500,850,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Baguiati
471,1.0,1800,500,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,Shyam Bazar
472,2.0,7500,650,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Baghajatin
473,2.0,10000,800,Super Area,Kolkata,Semi-Furnished,Both,2.0,0,Bansdroni
474,3.0,15000,830,Super Area,Kolkata,Unfurnished,Both,2.0,3,Dum Dum
475,2.0,7000,600,Super Area,Kolkata,Unfurnished,Bachelors,1.0,0,Keshtopur
476,2.0,6000,800,Super Area,Kolkata,Unfurnished,Both,1.0,1,other
477,2.0,14000,1200,Super Area,Kolkata,Semi-Furnished,Family,2.0,0,other
478,2.0,22000,1000,Super Area,Kolkata,Furnished,Both,2.0,0,other
479,2.0,18000,750,Carpet Area,Kolkata,Unfurnished,Both,2.0,0,Salt Lake City Sector 1
480,2.0,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Garia
481,2.0,6000,1200,Super Area,Kolkata,Unfurnished,Both,2.0,0,other
482,2.0,10000,750,Carpet Area,Kolkata,Unfurnished,Both,1.0,4,other
483,3.0,10000,1500,Super Area,Kolkata,Semi-Furnished,Both,2.0,6,Santoshpur
484,1.0,5000,300,Super Area,Kolkata,Unfurnished,Both,1.0,1,other
485,3.0,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
486,2.0,7000,450,Super Area,Kolkata,Unfurnished,Both,2.0,0,Dum Dum
487,4.0,10000,1200,Super Area,Kolkata,Furnished,Both,2.0,5,Naihati
488,2.0,6000,500,Super Area,Kolkata,Semi-Furnished,Both,2.0,6,Howrah
489,2.0,18000,900,Carpet Area,Kolkata,Semi-Furnished,Both,2.0,0,Garia
490,2.0,8000,460,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,0,other
491,2.0,8000,530,Super Area,Kolkata,Semi-Furnished,Family,1.0,2,Baghajatin
492,2.0,13000,650,Carpet Area,Kolkata,Semi-Furnished,Both,2.0,0,Lake Gardens
493,2.0,20000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2.0,0,Salt Lake City Sector 2
494,2.0,6000,400,Super Area,Kolkata,Unfurnished,Both,1.0,2,Baishnabghata Patuli Township
495,2.0,12000,1000,Super Area,Kolkata,Unfurnished,Both,2.0,0,other
496,1.0,10000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1.0,0,New Garia
497,2.0,14000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Santoshpur
498,2.0,10000,850,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2.0,1,Baranagar
499,2.0,10500,558,Carpet Area,Kolkata,Unfurnished,Both,2.0,3,Tollygunge
500,2.0,6000,800,Super Area,Kolkata,Unfurnished,Both,1.0,3,Thakurpukur
501,2.0,12000,900,Carpet Area,Kolkata,Unfurnished,Both,2.0,1,other
502,3.0,14000,1600,Super Area,Kolkata,Furnished,Both,2.0,1,other
503,1.0,3700,150,Carpet Area,Kolkata,Unfurnished,Bachelors,1.0,1,Lake Gardens
504,3.0,40000,1600,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,0,Salt Lake City Sector 2
505,3.0,25000,1000,Super Area,Kolkata,Unfurnished,Both,1.0,2,other
506,1.0,2200,700,Super Area,Kolkata,Unfurnished,Both,1.0,1,Baranagar
507,1.0,3300,175,Super Area,Kolkata,Unfurnished,Both,1.0,0,New Town
508,1.0,5000,450,Super Area,Kolkata,Semi-Furnished,Both,1.0,0,other
509,3.0,60000,1700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,3.0,1,Salt Lake City
510,2.0,6000,425,Carpet Area,Kolkata,Unfurnished,Both,1.0,2,other
511,3.0,7000,900,Super Area,Kolkata,Semi-Furnished,Both,3.0,1,other
512,1.0,5000,400,Carpet Area,Kolkata,Unfurnished,Both,1.0,4,Keshtopur
513,2.0,11000,600,Super Area,Kolkata,Unfurnished,Both,1.0,0,other
514,2.0,10000,721,Super Area,Kolkata,Furnished,Both,2.0,3,other
515,3.0,22000,1150,Carpet Area,Kolkata,Unfurnished,Both,2.0,1,Salt Lake City Sector 2
516,3.0,65000,2175,Carpet Area,Kolkata,Unfurnished,Both,3.0,0,other
517,2.0,7500,675,Super Area,Kolkata,Unfurnished,Both,1.0,0,Dum Dum
518,2.0,45000,1320,Super Area,Kolkata,Furnished,Both,2.0,0,Ballygunge
519,1.0,5000,250,Carpet Area,Kolkata,Unfurnished,Both,1.0,0,Salt Lake City Sector 5
520,2.0,12000,720,Super Area,Kolkata,Unfurnished,Bachelors,2.0,0,Shyam Bazar
521,4.5,25000,1880,Carpet Area,Kolkata,Unfurnished,Bachelors,2.0,2,other
522,3.0,18000,850,Carpet Area,Kolkata,Semi-Furnished,Both,3.0,1,other
523,2.0,25000,1050,Carpet Area,Kolkata,Unfurnished,Both,2.0,1,other
524,1.0,25000,320,Super Area,Mumbai,Semi-Furnished,Both,1.0,2,other
525,2.0,67500,750,Carpet Area,Mumbai,Furnished,Both,2.0,4,Santacruz West
526,1.0,45000,450,Carpet Area,Mumbai,Furnished,Both,1.0,6,other
527,3.0,67500,1100,Carpet Area,Mumbai,Unfurnished,Family,3.0,2,other
528,1.0,14000,640,Super Area,Mumbai,Furnished,Both,1.0,6,Mira Road
529,1.0,60000,650,Super Area,Mumbai,Unfurnished,Bachelors,1.0,4,other
530,2.0,67500,800,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,other
531,4.0,67500,1600,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,6,Trump Tower
532,1.0,22000,460,Super Area,Mumbai,Unfurnished,Both,1.0,2,Sion
533,4.0,67500,1650,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,6,Ajmera Bhakti Park
534,1.0,33000,480,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2.0,2,other
535,1.0,32000,500,Carpet Area,Mumbai,Furnished,Bachelors,2.0,1,Sion
536,1.0,30000,490,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2.0,2,Sion East
537,1.0,49000,620,Super Area,Mumbai,Furnished,Both,1.0,2,other
538,2.0,28000,518,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,5,Bhandup West
539,2.0,33500,700,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,4,other
540,2.0,67500,777,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,Hiranandani Castle Rock
541,2.0,35000,650,Carpet Area,Mumbai,Unfurnished,Family,2.0,6,Charkop
542,3.0,67500,1800,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,3,Bandra West
543,4.5,67500,2175,Carpet Area,Mumbai,Furnished,Family,3.5,6,Runwal Elegante
544,1.0,21000,425,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,Godrej Tranquil
545,2.0,67500,890,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,6,other
546,1.0,22000,270,Super Area,Mumbai,Unfurnished,Both,1.0,6,Mahim West
547,2.0,67500,850,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2.0,4,Prabhadevi
548,2.0,60000,888,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,Shapoorji Pallonji Vicinia
549,2.0,8000,650,Carpet Area,Mumbai,Semi-Furnished,Family,2.0,0,other
550,1.0,20000,275,Carpet Area,Mumbai,Unfurnished,Bachelors,1.0,6,Worli
551,2.0,20000,700,Carpet Area,Mumbai,Semi-Furnished,Family,2.0,3,Man Opus
552,1.0,25000,375,Super Area,Mumbai,Unfurnished,Both,1.0,1,other
553,1.0,14000,424,Super Area,Mumbai,Semi-Furnished,Both,1.0,3,Malad East
554,1.0,19411,400,Super Area,Mumbai,Furnished,Both,2.0,6,Goregaon West
555,1.0,23000,450,Carpet Area,Mumbai,Furnished,Both,1.0,6,other
556,4.0,67500,2079,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,4,Bombay Dyeing Two ICC
557,2.0,32000,586,Super Area,Mumbai,Semi-Furnished,Both,1.0,0,other
558,2.0,67500,610,Carpet Area,Mumbai,Furnished,Both,2.0,1,other
559,1.0,30000,488,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,0,other
560,3.0,67500,1200,Carpet Area,Mumbai,Semi-Furnished,Both,3.0,6,other
561,2.0,44000,722,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,other
562,1.0,20000,450,Carpet Area,Mumbai,Unfurnished,Both,1.0,5,other
563,1.0,25000,500,Super Area,Mumbai,Semi-Furnished,Both,2.0,2,Ghatkopar West
564,2.0,40000,680,Carpet Area,Mumbai,Furnished,Bachelors,2.0,5,other
565,2.0,43000,1150,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,other
566,2.0,44000,830,Carpet Area,Mumbai,Furnished,Bachelors,2.0,2,other
567,1.0,67500,550,Carpet Area,Mumbai,Furnished,Both,1.0,5,Bandra West
568,1.0,32000,470,Carpet Area,Mumbai,Semi-Furnished,Family,2.0,6,other
569,1.0,16000,410,Carpet Area,Mumbai,Semi-Furnished,Family,2.0,6,other
570,2.0,65000,710,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,Ajmera Bhakti Park
571,2.0,45000,750,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,Ajmera Bhakti Park
572,2.0,57000,800,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,Chembur
573,1.0,27000,435,Carpet Area,Mumbai,Unfurnished,Both,2.0,3,other
574,1.0,57000,500,Carpet Area,Mumbai,Semi-Furnished,Both,1.0,6,Lodha New Cuffe Parade
575,2.0,55000,800,Carpet Area,Mumbai,Furnished,Both,2.0,1,other
576,1.0,40000,540,Carpet Area,Mumbai,Semi-Furnished,Family,2.0,2,other
577,2.0,67500,1050,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,Lodha New Cuffe Parade
578,2.0,67500,700,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,Lodha New Cuffe Parade
579,4.0,67500,1600,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,6,Trump Tower
580,2.0,67500,600,Carpet Area,Mumbai,Furnished,Both,1.0,2,Breach Candy
581,1.0,13000,300,Super Area,Mumbai,Unfurnished,Both,2.0,0,Malad West
582,1.0,28000,550,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,3,other
583,3.0,67500,932,Carpet Area,Mumbai,Semi-Furnished,Both,3.0,6,Powai
584,1.0,28000,450,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,other
585,2.0,13000,600,Carpet Area,Mumbai,Unfurnished,Both,2.0,2,Mira Road
586,1.0,24000,424,Carpet Area,Mumbai,Unfurnished,Both,2.0,6,other
587,2.0,38000,560,Carpet Area,Mumbai,Furnished,Bachelors,2.0,0,Andheri East
588,1.0,32000,450,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,6,Goregaon West
589,4.0,67500,2175,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,6,Lodha World Crest
590,1.0,40000,600,Carpet Area,Mumbai,Furnished,Family,2.0,3,Lokhandwala Complex
591,3.0,67500,1400,Carpet Area,Mumbai,Furnished,Bachelors,3.0,6,other
592,2.0,45000,630,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,6,other
593,3.0,67500,1400,Carpet Area,Mumbai,Unfurnished,Both,3.0,4,Khar West
594,1.0,30000,320,Super Area,Mumbai,Furnished,Family,1.0,6,Worli
595,2.0,67500,1000,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,4,Bandra West
596,3.0,67500,1150,Carpet Area,Mumbai,Unfurnished,Both,3.0,6,other
597,2.0,47000,751,Carpet Area,Mumbai,Semi-Furnished,Family,2.0,3,other
598,2.0,14000,570,Carpet Area,Mumbai,Furnished,Family,2.0,4,other
599,2.0,55000,696,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,6,Chandivali
600,4.0,67500,1600,Carpet Area,Mumbai,Unfurnished,Family,3.5,6,other
601,3.0,67500,2175,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3.0,6,other
602,3.0,67500,1150,Carpet Area,Mumbai,Unfurnished,Both,3.0,6,other
603,3.0,67500,1500,Carpet Area,Mumbai,Semi-Furnished,Both,3.5,6,other
604,3.0,62000,950,Carpet Area,Mumbai,Furnished,Both,3.0,6,Bhakti Park
605,2.0,42000,750,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,6,other
606,2.0,67500,715,Carpet Area,Mumbai,Furnished,Both,2.0,5,Bandra West
607,3.0,67500,1337,Carpet Area,Mumbai,Furnished,Both,3.0,6,other
608,3.0,20000,737,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3.0,6,other
609,2.0,41000,750,Carpet Area,Mumbai,Unfurnished,Bachelors,2.0,6,other
610,2.0,65000,760,Carpet Area,Mumbai,Semi-Furnished,Both,2.0,4,Prabhadevi
